-0.8487918,-1.1130614,-0.60108566
-0.3872186,-1.1040859,-0.12266731
0.52906203,-0.49180317,-0.7593403
0.6309571,-0.06408429,-3.4623747
-0.5131359,-0.26548314,-5.367063
-2.1762123,-0.060907125,-2.404397
-2.621778,1.2686477,-0.26515102
-2.7206573,1.3828542,-1.6904659
-2.3392622,0.8990166,-3.770719
-2.2317069,-0.020964622,-4.317651
-1.707615,-0.754292,-3.7656856
-1.2884009,-0.7009475,-3.693111
-1.3856153,-0.7887149,-3.2904687
-1.7027771,-0.9042189,-2.6650476
-1.7935337,-0.7764411,-1.8427763
-1.8472773,-0.749948,-1.1400957
-1.8486623,-0.9275594,-0.7185917
-1.6975048,-1.2459273,-0.5306387
-1.5747375,-1.4994645,-0.5258541
-1.3292775,-1.5989685,-0.33126163
-0.9427286,-1.6730399,-0.108454704
-0.52904224,-1.6986573,0.21179771
-0.28727412,-1.6298954,0.41470242
-0.13625151,-1.3999121,0.50629425
0.005979836,-1.018925,0.39819145
0.06435421,-0.6447773,-0.1741581
-0.06402981,-0.4487369,-0.580286
-0.055796057,-0.23232698,-0.5970955
-0.069156826,0.018095016,-0.5922289
-0.190472,0.21116161,-0.79844284
0.3686426,0.62604094,-0.22809601
0.5258571,0.6738148,0.17790031
0.4006951,0.5486522,-0.15544987
0.5775167,0.47082663,-0.72942257
0.25859952,0.24977303,-0.67495155
-0.13913354,0.08673811,-0.50849247
-0.3505373,0.019153118,-0.645195
-0.7308885,0.01670885,-0.5903816
-1.1724887,0.2455411,-0.5625515
-1.4351213,0.5592389,-0.5154085
-1.4223654,0.7584686,-0.26644135
-0.90340185,0.7564106,-0.56047535
-0.47069284,0.46967602,-0.9727144
-0.3102781,0.30661964,-1.0463343
-0.44187316,0.44011688,-1.0334182
-0.571949,0.58658457,-0.9711118
-0.20235395,0.14555502,-1.5355082
0.10011864,-0.11008072,-4.6691604
-2.3400192,-0.64726305,-8.376061
-2.0410895,0.58574295,-0.9594574
-3.0768807,1.4346447,-1.2471781
-4.274091,0.65099096,-3.2789087
-3.103517,0.76740265,-4.8877296
-2.0207014,0.58739185,-2.6499014
-1.5306141,0.08072567,-1.6320391
-0.6985599,-0.26823616,-1.794106
-0.2351458,-0.22279215,-1.6560106
-0.4427986,-0.012459278,-1.1366806
-0.5278908,0.16727304,-0.872879
-0.39586562,0.109770775,-0.7814665
-0.12314862,0.043100834,0.13618088
-0.38152575,-0.09845638,0.75118446
-0.97954124,-0.13187504,0.8014145
-1.36015,-0.09403753,0.9291363
-1.1694868,0.032188416,1.1306477
-0.9037412,-0.11501455,1.5042648
-0.5490373,-0.33707094,1.8525267
-0.095487446,-0.42308712,1.888896
0.054966897,-0.5443511,1.5082216
-0.04557929,-0.46341944,1.5881748
-0.13922307,0.066728115,1.2230263
-0.04975126,0.6044345,0.7655754
-0.36332223,0.7908492,0.65189934
-0.44203138,0.6924267,0.8374758
-0.12509406,0.39895725,0.4794035
0.08895347,0.07074165,-0.08245659
0.12275085,-0.15063334,-0.2416544
-0.093715005,-0.18993855,-0.2343111
-0.4010358,-0.09103775,-0.029895782
-0.7063354,-0.0566864,0.18477726
-0.84412956,0.0029816628,0.27200508
-0.7556305,0.030115128,0.24464417
-0.50476265,0.03303528,0.17321205
-0.42341155,-0.056339264,-0.16020775
-0.2884826,0.09279299,-0.29043198
-0.2246794,0.20668507,-0.18626595
-0.20935312,0.18747711,-0.15943432
-0.1350426,0.24423361,-0.16899967
-0.023517355,0.34961033,-0.18999481
9.0350956E-4,0.3472004,-0.33404064
-0.040662557,0.2411251,-0.37271214
-0.11260742,0.21293736,-0.4577837
-0.2411879,0.19938517,-0.6862893
-0.42279065,0.080461025,-0.73783207
-0.60953724,0.02579689,-0.8418946
-0.8024435,0.006532669,-1.0265903
-0.97038865,-0.011994362,-1.2319427
-1.1019089,0.031766415,-1.1883597
-1.1975185,0.16471577,-1.1852455
-1.3511676,0.38152313,-1.3184681
-1.5134541,0.61307335,-1.4921455
-1.6521007,0.85477114,-1.7702141
-1.729461,1.0733294,-2.042645
-1.7507894,1.3203468,-2.2859612
-1.76004,1.5470343,-2.550333
-1.7389379,1.7034621,-2.6668673
-1.7565761,1.9033141,-2.8553405
-1.7387216,2.0896063,-2.844534
-1.5948074,2.2375097,-2.861639
-1.4347137,2.3363533,-2.975246
-1.2746902,2.3382134,-3.0655289
-1.1231558,2.3584204,-2.8026094
-0.9973808,2.2285247,-2.5908604
-0.8643591,2.0088596,-2.5758705
-0.5567486,1.9257627,-2.374751
-0.4448611,1.5549374,-2.3238525
-0.4706496,1.2386136,-2.1449661
-0.44007957,1.1528459,-1.970746
-0.41445452,0.8649039,-1.6034555
-0.35141784,0.70960116,-1.2259054
-0.26193547,0.5568125,-1.0550871
-0.26080292,0.30163097,-0.7011385
-0.29556876,0.11431265,-0.217906
-0.21690887,-0.12000823,0.2566223
0.013096631,-0.338264,0.6412325
0.36017436,-0.53418994,0.983263
0.7376833,-0.6329558,1.2097187
1.1253088,-0.739002,1.2311068
1.4772664,-0.902241,1.1260252
1.8185983,-1.0245645,0.9414959
2.1559181,-1.0888569,0.66812706
2.4529653,-1.2497854,0.31293106
2.7359314,-1.470222,0.059832573
3.0078504,-1.5491953,-0.116511345
3.205896,-1.6425648,-0.4209051
3.3909535,-1.8071574,-0.7068701
3.5360212,-1.9670935,-0.8801441
3.5815861,-2.1091373,-0.98969746
3.4581752,-2.2631173,-1.0591102
3.1639326,-2.4174237,-0.9462528
2.5962815,-2.507106,-0.6988964
1.8170376,-2.5538166,-0.5747824
0.9953057,-2.4958885,-0.344059
